GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72012sex0_age27,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 27
est72012sex1_age27,Population Estimate (as of July 1) - 2012 - Male; Total - 27
est72012sex2_age27,Population Estimate (as of July 1) - 2012 - Female; Total - 27
est72013sex0_age27,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 27
est72013sex1_age27,Population Estimate (as of July 1) - 2013 - Male; Total - 27
est72013sex2_age27,Population Estimate (as of July 1) - 2013 - Female; Total - 27
est72014sex0_age27,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 27
est72014sex1_age27,Population Estimate (as of July 1) - 2014 - Male; Total - 27
est72014sex2_age27,Population Estimate (as of July 1) - 2014 - Female; Total - 27
est72015sex0_age27,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 27
est72015sex1_age27,Population Estimate (as of July 1) - 2015 - Male; Total - 27
est72015sex2_age27,Population Estimate (as of July 1) - 2015 - Female; Total - 27
est72016sex0_age27,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 27
est72016sex1_age27,Population Estimate (as of July 1) - 2016 - Male; Total - 27
est72016sex2_age27,Population Estimate (as of July 1) - 2016 - Female; Total - 27
est72017sex0_age27,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 27
est72017sex1_age27,Population Estimate (as of July 1) - 2017 - Male; Total - 27
est72017sex2_age27,Population Estimate (as of July 1) - 2017 - Female; Total - 27
est72018sex0_age27,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 27
est72018sex1_age27,Population Estimate (as of July 1) - 2018 - Male; Total - 27
est72018sex2_age27,Population Estimate (as of July 1) - 2018 - Female; Total - 27
cen42010sex0_age28,"April 1, 2010 - Census - Both Sexes; Total - 28"
cen42010sex1_age28,"April 1, 2010 - Census - Male; Total - 28"
cen42010sex2_age28,"April 1, 2010 - Census - Female; Total - 28"
est42010sex0_age28,"April 1, 2010 - Estimates Base - Both Sexes; Total - 28"
est42010sex1_age28,"April 1, 2010 - Estimates Base - Male; Total - 28"
est42010sex2_age28,"April 1, 2010 - Estimates Base - Female; Total - 28"
est72010sex0_age28,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 28
est72010sex1_age28,Population Estimate (as of July 1) - 2010 - Male; Total - 28
est72010sex2_age28,Population Estimate (as of July 1) - 2010 - Female; Total - 28
est72011sex0_age28,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 28
est72011sex1_age28,Population Estimate (as of July 1) - 2011 - Male; Total - 28
est72011sex2_age28,Population Estimate (as of July 1) - 2011 - Female; Total - 28
est72012sex0_age28,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 28
est72012sex1_age28,Population Estimate (as of July 1) - 2012 - Male; Total - 28
est72012sex2_age28,Population Estimate (as of July 1) - 2012 - Female; Total - 28
est72013sex0_age28,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 28
est72013sex1_age28,Population Estimate (as of July 1) - 2013 - Male; Total - 28
est72013sex2_age28,Population Estimate (as of July 1) - 2013 - Female; Total - 28
est72014sex0_age28,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 28
est72014sex1_age28,Population Estimate (as of July 1) - 2014 - Male; Total - 28
est72014sex2_age28,Population Estimate (as of July 1) - 2014 - Female; Total - 28
est72015sex0_age28,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 28
est72015sex1_age28,Population Estimate (as of July 1) - 2015 - Male; Total - 28
est72015sex2_age28,Population Estimate (as of July 1) - 2015 - Female; Total - 28
est72016sex0_age28,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 28
est72016sex1_age28,Population Estimate (as of July 1) - 2016 - Male; Total - 28
est72016sex2_age28,Population Estimate (as of July 1) - 2016 - Female; Total - 28
est72017sex0_age28,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 28
est72017sex1_age28,Population Estimate (as of July 1) - 2017 - Male; Total - 28
est72017sex2_age28,Population Estimate (as of July 1) - 2017 - Female; Total - 28
est72018sex0_age28,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 28
est72018sex1_age28,Population Estimate (as of July 1) - 2018 - Male; Total - 28
est72018sex2_age28,Population Estimate (as of July 1) - 2018 - Female; Total - 28
cen42010sex0_age29,"April 1, 2010 - Census - Both Sexes; Total - 29"
cen42010sex1_age29,"April 1, 2010 - Census - Male; Total - 29"
cen42010sex2_age29,"April 1, 2010 - Census - Female; Total - 29"
est42010sex0_age29,"April 1, 2010 - Estimates Base - Both Sexes; Total - 29"
est42010sex1_age29,"April 1, 2010 - Estimates Base - Male; Total - 29"
est42010sex2_age29,"April 1, 2010 - Estimates Base - Female; Total - 29"
est72010sex0_age29,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 29
est72010sex1_age29,Population Estimate (as of July 1) - 2010 - Male; Total - 29
est72010sex2_age29,Population Estimate (as of July 1) - 2010 - Female; Total - 29
est72011sex0_age29,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 29
est72011sex1_age29,Population Estimate (as of July 1) - 2011 - Male; Total - 29
est72011sex2_age29,Population Estimate (as of July 1) - 2011 - Female; Total - 29
est72012sex0_age29,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 29
est72012sex1_age29,Population Estimate (as of July 1) - 2012 - Male; Total - 29
est72012sex2_age29,Population Estimate (as of July 1) - 2012 - Female; Total - 29
est72013sex0_age29,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 29
est72013sex1_age29,Population Estimate (as of July 1) - 2013 - Male; Total - 29
est72013sex2_age29,Population Estimate (as of July 1) - 2013 - Female; Total - 29
est72014sex0_age29,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 29
est72014sex1_age29,Population Estimate (as of July 1) - 2014 - Male; Total - 29
est72014sex2_age29,Population Estimate (as of July 1) - 2014 - Female; Total - 29
est72015sex0_age29,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 29
est72015sex1_age29,Population Estimate (as of July 1) - 2015 - Male; Total - 29
est72015sex2_age29,Population Estimate (as of July 1) - 2015 - Female; Total - 29
est72016sex0_age29,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 29
est72016sex1_age29,Population Estimate (as of July 1) - 2016 - Male; Total - 29
est72016sex2_age29,Population Estimate (as of July 1) - 2016 - Female; Total - 29
est72017sex0_age29,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 29
est72017sex1_age29,Population Estimate (as of July 1) - 2017 - Male; Total - 29
est72017sex2_age29,Population Estimate (as of July 1) - 2017 - Female; Total - 29
est72018sex0_age29,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 29
est72018sex1_age29,Population Estimate (as of July 1) - 2018 - Male; Total - 29
est72018sex2_age29,Population Estimate (as of July 1) - 2018 - Female; Total - 29
cen42010sex0_age30,"April 1, 2010 - Census - Both Sexes; Total - 30"
cen42010sex1_age30,"April 1, 2010 - Census - Male; Total - 30"
cen42010sex2_age30,"April 1, 2010 - Census - Female; Total - 30"
est42010sex0_age30,"April 1, 2010 - Estimates Base - Both Sexes; Total - 30"
est42010sex1_age30,"April 1, 2010 - Estimates Base - Male; Total - 30"
est42010sex2_age30,"April 1, 2010 - Estimates Base - Female; Total - 30"
est72010sex0_age30,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 30
est72010sex1_age30,Population Estimate (as of July 1) - 2010 - Male; Total - 30
est72010sex2_age30,Population Estimate (as of July 1) - 2010 - Female; Total - 30
est72011sex0_age30,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 30
est72011sex1_age30,Population Estimate (as of July 1) - 2011 - Male; Total - 30
est72011sex2_age30,Population Estimate (as of July 1) - 2011 - Female; Total - 30
est72012sex0_age30,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 30
est72012sex1_age30,Population Estimate (as of July 1) - 2012 - Male; Total - 30
est72012sex2_age30,Population Estimate (as of July 1) - 2012 - Female; Total - 30
est72013sex0_age30,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 30
est72013sex1_age30,Population Estimate (as of July 1) - 2013 - Male; Total - 30
est72013sex2_age30,Population Estimate (as of July 1) - 2013 - Female; Total - 30
est72014sex0_age30,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 30
est72014sex1_age30,Population Estimate (as of July 1) - 2014 - Male; Total - 30
est72014sex2_age30,Population Estimate (as of July 1) - 2014 - Female; Total - 30
est72015sex0_age30,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 30
est72015sex1_age30,Population Estimate (as of July 1) - 2015 - Male; Total - 30
est72015sex2_age30,Population Estimate (as of July 1) - 2015 - Female; Total - 30
est72016sex0_age30,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 30
est72016sex1_age30,Population Estimate (as of July 1) - 2016 - Male; Total - 30
est72016sex2_age30,Population Estimate (as of July 1) - 2016 - Female; Total - 30
est72017sex0_age30,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 30
est72017sex1_age30,Population Estimate (as of July 1) - 2017 - Male; Total - 30
est72017sex2_age30,Population Estimate (as of July 1) - 2017 - Female; Total - 30
est72018sex0_age30,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 30
est72018sex1_age30,Population Estimate (as of July 1) - 2018 - Male; Total - 30
est72018sex2_age30,Population Estimate (as of July 1) - 2018 - Female; Total - 30
cen42010sex0_age31,"April 1, 2010 - Census - Both Sexes; Total - 31"
cen42010sex1_age31,"April 1, 2010 - Census - Male; Total - 31"
cen42010sex2_age31,"April 1, 2010 - Census - Female; Total - 31"
est42010sex0_age31,"April 1, 2010 - Estimates Base - Both Sexes; Total - 31"
est42010sex1_age31,"April 1, 2010 - Estimates Base - Male; Total - 31"
est42010sex2_age31,"April 1, 2010 - Estimates Base - Female; Total - 31"
est72010sex0_age31,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 31
est72010sex1_age31,Population Estimate (as of July 1) - 2010 - Male; Total - 31
est72010sex2_age31,Population Estimate (as of July 1) - 2010 - Female; Total - 31
est72011sex0_age31,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 31
est72011sex1_age31,Population Estimate (as of July 1) - 2011 - Male; Total - 31
est72011sex2_age31,Population Estimate (as of July 1) - 2011 - Female; Total - 31
est72012sex0_age31,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 31
est72012sex1_age31,Population Estimate (as of July 1) - 2012 - Male; Total - 31
est72012sex2_age31,Population Estimate (as of July 1) - 2012 - Female; Total - 31
est72013sex0_age31,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 31
est72013sex1_age31,Population Estimate (as of July 1) - 2013 - Male; Total - 31
est72013sex2_age31,Population Estimate (as of July 1) - 2013 - Female; Total - 31
est72014sex0_age31,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 31
est72014sex1_age31,Population Estimate (as of July 1) - 2014 - Male; Total - 31
est72014sex2_age31,Population Estimate (as of July 1) - 2014 - Female; Total - 31
est72015sex0_age31,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 31
est72015sex1_age31,Population Estimate (as of July 1) - 2015 - Male; Total - 31
est72015sex2_age31,Population Estimate (as of July 1) - 2015 - Female; Total - 31
est72016sex0_age31,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 31
est72016sex1_age31,Population Estimate (as of July 1) - 2016 - Male; Total - 31
est72016sex2_age31,Population Estimate (as of July 1) - 2016 - Female; Total - 31
est72017sex0_age31,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 31
est72017sex1_age31,Population Estimate (as of July 1) - 2017 - Male; Total - 31
est72017sex2_age31,Population Estimate (as of July 1) - 2017 - Female; Total - 31
est72018sex0_age31,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 31
est72018sex1_age31,Population Estimate (as of July 1) - 2018 - Male; Total - 31
est72018sex2_age31,Population Estimate (as of July 1) - 2018 - Female; Total - 31
cen42010sex0_age32,"April 1, 2010 - Census - Both Sexes; Total - 32"
cen42010sex1_age32,"April 1, 2010 - Census - Male; Total - 32"
cen42010sex2_age32,"April 1, 2010 - Census - Female; Total - 32"
est42010sex0_age32,"April 1, 2010 - Estimates Base - Both Sexes; Total - 32"
est42010sex1_age32,"April 1, 2010 - Estimates Base - Male; Total - 32"
est42010sex2_age32,"April 1, 2010 - Estimates Base - Female; Total - 32"
est72010sex0_age32,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 32
est72010sex1_age32,Population Estimate (as of July 1) - 2010 - Male; Total - 32
est72010sex2_age32,Population Estimate (as of July 1) - 2010 - Female; Total - 32
est72011sex0_age32,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 32
est72011sex1_age32,Population Estimate (as of July 1) - 2011 - Male; Total - 32
est72011sex2_age32,Population Estimate (as of July 1) - 2011 - Female; Total - 32
est72012sex0_age32,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 32
est72012sex1_age32,Population Estimate (as of July 1) - 2012 - Male; Total - 32
est72012sex2_age32,Population Estimate (as of July 1) - 2012 - Female; Total - 32
est72013sex0_age32,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 32
est72013sex1_age32,Population Estimate (as of July 1) - 2013 - Male; Total - 32
est72013sex2_age32,Population Estimate (as of July 1) - 2013 - Female; Total - 32
est72014sex0_age32,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 32
est72014sex1_age32,Population Estimate (as of July 1) - 2014 - Male; Total - 32
est72014sex2_age32,Population Estimate (as of July 1) - 2014 - Female; Total - 32
est72015sex0_age32,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 32
est72015sex1_age32,Population Estimate (as of July 1) - 2015 - Male; Total - 32
est72015sex2_age32,Population Estimate (as of July 1) - 2015 - Female; Total - 32
est72016sex0_age32,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 32
est72016sex1_age32,Population Estimate (as of July 1) - 2016 - Male; Total - 32
est72016sex2_age32,Population Estimate (as of July 1) - 2016 - Female; Total - 32
est72017sex0_age32,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 32
est72017sex1_age32,Population Estimate (as of July 1) - 2017 - Male; Total - 32
est72017sex2_age32,Population Estimate (as of July 1) - 2017 - Female; Total - 32
est72018sex0_age32,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 32
est72018sex1_age32,Population Estimate (as of July 1) - 2018 - Male; Total - 32
est72018sex2_age32,Population Estimate (as of July 1) - 2018 - Female; Total - 32
cen42010sex0_age33,"April 1, 2010 - Census - Both Sexes; Total - 33"
cen42010sex1_age33,"April 1, 2010 - Census - Male; Total - 33"
cen42010sex2_age33,"April 1, 2010 - Census - Female; Total - 33"
est42010sex0_age33,"April 1, 2010 - Estimates Base - Both Sexes; Total - 33"
est42010sex1_age33,"April 1, 2010 - Estimates Base - Male; Total - 33"
est42010sex2_age33,"April 1, 2010 - Estimates Base - Female; Total - 33"
est72010sex0_age33,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 33
est72010sex1_age33,Population Estimate (as of July 1) - 2010 - Male; Total - 33
est72010sex2_age33,Population Estimate (as of July 1) - 2010 - Female; Total - 33
